Rank,Median Household Income,Zip / Population,Zip,Population
1587,"$28,406 ","93703 / 34,122",93703,"34,122"
956,"$52,420 ","93955 / 34,084",93955,"34,084"
660,"$63,948 ","92373 / 34,017",92373,"34,017"
430,"$76,912 ","91750 / 33,969",91750,"33,969"
159,"$101,912 ","94040 / 33,958",94040,"33,958"
407,"$78,501 ","91773 / 33,869",91773,"33,869"
83,"$119,924 ","92131 / 33,868",92131,"33,868"
900,"$54,782 ","93060 / 33,836",93060,"33,836"
585,"$67,716 ","93940 / 33,760",93940,"33,760"
1521,"$32,233 ","95341 / 33,744",95341,"33,744"
497,"$72,276 ","90807 / 33,726",90807,"33,726"
973,"$52,077 ","91206 / 33,706",91206,"33,706"
265,"$89,596 ","91355 / 33,635",91355,"33,635"
839,"$56,767 ","91754 / 33,622",91754,"33,622"
853,"$56,541 ","95973 / 33,511",95973,"33,511"
518,"$71,661 ","91941 / 33,474",91941,"33,474"
1205,"$43,657 ","96002 / 33,202",96002,"33,202"
533,"$70,841 ","91791 / 33,174",91791,"33,174"
1136,"$45,953 ","95482 / 33,157",95482,"33,157"
1229,"$42,844 ","93710 / 33,114",93710,"33,114"
473,"$73,786 ","90230 / 33,090",90230,"33,090"
1027,"$50,449 ","92551 / 33,050",92551,"33,050"
1276,"$41,615 ","95660 / 33,014",95660,"33,014"
1437,"$36,180 ","90008 / 33,012",90008,"33,012"
664,"$63,833 ","90606 / 32,978",90606,"32,978"
305,"$86,469 ","92649 / 32,976",92649,"32,976"
691,"$62,533 ","93555 / 32,967",93555,"32,967"
896,"$54,966 ","92116 / 32,943",92116,"32,943"
897,"$54,945 ","93101 / 32,860",93101,"32,860"
1032,"$50,309 ","92260 / 32,855",92260,"32,855"
940,"$53,059 ","92841 / 32,839",92841,"32,839"
1139,"$45,889 ","92311 / 32,831",92311,"32,831"
805,"$57,883 ","91325 / 32,823",91325,"32,823"
26,"$149,538 ","92679 / 32,822",92679,"32,822"
217,"$94,196 ","92881 / 32,817",92881,"32,817"
633,"$65,208 ","95356 / 32,794",95356,"32,794"
1326,"$39,917 ","92220 / 32,793",92220,"32,793"
459,"$75,180 ","90504 / 32,777",90504,"32,777"
1255,"$42,319 ","95901 / 32,742",95901,"32,742"
1525,"$32,067 ","90062 / 32,675",90062,"32,675"
1472,"$34,537 ","92301 / 32,667",92301,"32,667"
813,"$57,652 ","95361 / 32,544",95361,"32,544"
195,"$96,860 ","95377 / 32,453",95377,"32,453"
532,"$70,858 ","91351 / 32,433",91351,"32,433"
334,"$84,021 ","91006 / 32,392",91006,"32,392"
1323,"$40,056 ","90222 / 32,362",90222,"32,362"
897,"$54,945 ","93001 / 32,360",93001,"32,360"
1297,"$40,962 ","94603 / 32,306",94603,"32,306"
49,"$128,802 ","94526 / 32,274",94526,"32,274"
1554,"$30,528 ","94621 / 32,269",94621,"32,269"
65,"$122,970 ","94114 / 32,229",94114,"32,229"
445,"$75,671 ","91423 / 32,130",91423,"32,130"
584,"$67,718 ","95117 / 32,074",95117,"32,074"
409,"$78,175 ","90712 / 32,015",90712,"32,015"
220,"$93,917 ","92883 / 31,940",92883,"31,940"
623,"$65,793 ","92103 / 31,927",92103,"31,927"
610,"$66,607 ","94132 / 31,926",94132,"31,926"
52,"$127,684 ","94588 / 31,910",94588,"31,910"
620,"$66,014 ","93422 / 31,899",93422,"31,899"
916,"$54,003 ","94063 / 31,881",94063,"31,881"
323,"$84,761 ","91107 / 31,828",91107,"31,828"
635,"$65,122 ","95662 / 31,814",95662,"31,814"
1071,"$48,788 ","92316 / 31,720",92316,"31,720"
1047,"$49,567 ","95358 / 31,709",95358,"31,709"
1176,"$44,542 ","95842 / 31,671",95842,"31,671"
250,"$90,984 ","95118 / 31,579",95118,"31,579"
1090,"$47,882 ","93654 / 31,575",93654,"31,575"
1442,"$35,745 ","92173 / 31,518",92173,"31,518"
455,"$75,327 ","90035 / 31,399",90035,"31,399"
607,"$66,711 ","95337 / 31,399",95337,"31,399"
1299,"$40,903 ","95348 / 31,387",95348,"31,387"
1335,"$39,528 ","92583 / 31,167",92583,"31,167"
712,"$61,525 ","92595 / 31,139",92595,"31,139"
416,"$77,679 ","91505 / 31,133",91505,"31,133"
11,"$167,386 ","95070 / 31,093",95070,"31,093"
1399,"$37,382 ","95825 / 31,083",95825,"31,083"
262,"$89,849 ","91214 / 31,078",91214,"31,078"
513,"$71,723 ","94545 / 30,936",94545,"30,936"
1305,"$40,775 ","95966 / 30,916",95966,"30,916"
862,"$56,154 ","94589 / 30,811",94589,"30,811"
507,"$72,025 ","90803 / 30,805",90803,"30,805"
1093,"$47,796 ","90680 / 30,770",90680,"30,770"
1210,"$43,442 ","93662 / 30,700",93662,"30,700"
71,"$121,209 ","94941 / 30,605",94941,"30,605"
848,"$56,632 ","91803 / 30,586",91803,"30,586"
491,"$72,459 ","95661 / 30,559",95661,"30,559"
439,"$76,027 ","93004 / 30,417",93004,"30,417"
135,"$104,557 ","93619 / 30,409",93619,"30,409"
1290,"$41,187 ","90302 / 30,219",90302,"30,219"
374,"$80,625 ","92124 / 30,196",92124,"30,196"
306,"$86,196 ","94903 / 30,110",94903,"30,110"
602,"$66,848 ","91792 / 30,102",91792,"30,102"
613,"$66,506 ","93420 / 30,076",93420,"30,076"
722,"$61,255 ","95632 / 30,064",95632,"30,064"
1568,"$29,492 ","90012 / 30,029",90012,"30,029"
1536,"$31,742 ","90028 / 29,994",90028,"29,994"
419,"$77,416 ","95682 / 29,972",95682,"29,972"
58,"$125,335 ","94070 / 29,879",94070,"29,879"
57,"$125,629 ","92673 / 29,875",92673,"29,875"
564,"$69,148 ","91356 / 29,847",91356,"29,847"
568,"$68,813 ","94602 / 29,794",94602,"29,794"
1586,"$28,447 ","95824 / 29,781",95824,"29,781"
472,"$73,850 ","94610 / 29,734",94610,"29,734"
116,"$108,366 ","95131 / 29,660",95131,"29,660"
371,"$81,093 ","95492 / 29,629",95492,"29,629"
1379,"$38,269 ","93618 / 29,628",93618,"29,628"
965,"$52,274 ","91607 / 29,591",91607,"29,591"
1394,"$37,591 ","92405 / 29,526",92405,"29,526"
769,"$59,502 ","91746 / 29,420",91746,"29,420"
569,"$68,804 ","95472 / 29,408",95472,"29,408"
594,"$67,039 ","92612 / 29,325",92612,"29,325"
526,"$71,177 ","94580 / 29,311",94580,"29,311"
163,"$100,844 ","94043 / 29,280",94043,"29,280"
1355,"$38,856 ","94801 / 29,269",94801,"29,269"
1212,"$43,372 ","95204 / 29,246",95204,"29,246"
509,"$71,911 ","92123 / 29,240",92123,"29,240"
1413,"$36,955 ","91731 / 29,209",91731,"29,209"
540,"$70,721 ","94585 / 29,205",94585,"29,205"
779,"$58,993 ","91324 / 29,178",91324,"29,178"
258,"$90,528 ","91604 / 29,072",91604,"29,072"
106,"$111,098 ","91354 / 29,034",91354,"29,034"
152,"$102,273 ","91384 / 28,949",91384,"28,949"
234,"$92,806 ","92653 / 28,853",92653,"28,853"
906,"$54,565 ","92081 / 28,843",92081,"28,843"
1483,"$33,850 ","90038 / 28,798",90038,"28,798"
866,"$56,049 ","95603 / 28,652",95603,"28,652"
697,"$62,372 ","91752 / 28,649",91752,"28,649"
1470,"$34,566 ","90061 / 28,641",90061,"28,641"
1101,"$47,500 ","96150 / 28,618",96150,"28,618"
399,"$78,756 ","90405 / 28,535",90405,"28,535"
652,"$64,545 ","90041 / 28,439",90041,"28,439"
249,"$91,180 ","92604 / 28,425",92604,"28,425"
300,"$87,095 ","90713 / 28,411",90713,"28,411"
173,"$100,114 ","94131 / 28,370",94131,"28,370"
456,"$75,309 ","95219 / 28,354",95219,"28,354"
35,"$137,344 ","94549 / 28,298",94549,"28,298"
708,"$62,016 ","91316 / 28,190",91316,"28,190"
814,"$57,640 ","91042 / 28,126",91042,"28,126"
1635,"$24,127 ","94102 / 28,013",94102,"28,013"
727,"$60,920 ","92110 / 28,006",92110,"28,006"
945,"$52,906 ","93401 / 27,920",93401,"27,920"
592,"$67,170 ","90039 / 27,843",90039,"27,843"
1133,"$46,187 ","91303 / 27,827",91303,"27,827"
372,"$81,025 ","90291 / 27,803",90291,"27,803"
78,"$120,610 ","94107 / 27,792",94107,"27,792"
776,"$59,099 ","91103 / 27,684",91103,"27,684"
1427,"$36,450 ","90270 / 27,663",90270,"27,663"
939,"$53,150 ","94133 / 27,662",94133,"27,662"
1341,"$39,288 ","96080 / 27,650",96080,"27,650"
905,"$54,630 ","90710 / 27,550",90710,"27,550"
268,"$89,500 ","94510 / 27,515",94510,"27,515"
581,"$68,027 ","92203 / 27,466",92203,"27,466"
1011,"$50,996 ","90249 / 27,451",90249,"27,451"
1271,"$41,982 ","95969 / 27,443",95969,"27,443"
1343,"$39,206 ","93280 / 27,390",93280,"27,390"
491,"$72,459 ","95133 / 27,381",95133,"27,381"
672,"$63,610 ","92868 / 27,353",92868,"27,353"
953,"$52,517 ","91755 / 27,305",91755,"27,305"
314,"$85,361 ","92860 / 27,304",92860,"27,304"
176,"$99,606 ","91915 / 27,290",91915,"27,290"
365,"$81,471 ","95618 / 27,222",95618,"27,222"
1111,"$47,098 ","93960 / 27,212",93960,"27,212"
105,"$111,602 ","94306 / 27,094",94306,"27,094"
794,"$58,363 ","94559 / 27,062",94559,"27,062"
54,"$126,557 ","94062 / 27,014",94062,"27,014"
1124,"$46,441 ","95961 / 26,979",95961,"26,979"
219,"$93,919 ","91364 / 26,975",91364,"26,975"
70,"$121,337 ","94598 / 26,974",94598,"26,974"
344,"$83,038 ","93035 / 26,966",93035,"26,966"
283,"$88,384 ","92629 / 26,955",92629,"26,955"
603,"$66,825 ","92107 / 26,947",92107,"26,947"
1421,"$36,778 ","90304 / 26,936",90304,"26,936"
1067,"$48,912 ","95370 / 26,904",95370,"26,904"
1443,"$35,635 ","93725 / 26,879",93725,"26,879"
1236,"$42,711 ","92227 / 26,818",92227,"26,818"
463,"$75,031 ","90746 / 26,738",90746,"26,738"
1120,"$46,519 ","92262 / 26,693",92262,"26,693"
130,"$105,985 ","94002 / 26,679",94002,"26,679"
1100,"$47,622 ","90602 / 26,676",90602,"26,676"
482,"$73,040 ","94518 / 26,647",94518,"26,647"
621,"$66,000 ","92008 / 26,464",92008,"26,464"
1303,"$40,807 ","90303 / 26,453",90303,"26,453"
111,"$109,913 ","91301 / 26,439",91301,"26,439"
1051,"$49,491 ","93901 / 26,438",93901,"26,438"
1506,"$32,747 ","92411 / 26,364",92411,"26,364"
1549,"$30,997 ","94704 / 26,334",94704,"26,334"
593,"$67,048 ","91740 / 26,324",91740,"26,324"
868,"$55,959 ","94608 / 26,323",94608,"26,323"
508,"$71,939 ","90240 / 26,287",90240,"26,287"
1088,"$48,117 ","91932 / 26,257",91932,"26,257"
655,"$64,355 ","95242 / 26,187",95242,"26,187"
928,"$53,466 ","95363 / 26,087",95363,"26,087"
309,"$85,914 ","92596 / 26,044",92596,"26,044"
205,"$95,975 ","91784 / 26,034",91784,"26,034"
958,"$52,376 ","91945 / 26,027",91945,"26,027"
1080,"$48,461 ","93704 / 26,009",93704,"26,009"
438,"$76,232 ","94803 / 25,998",94803,"25,998"
358,"$81,879 ","94947 / 25,969",94947,"25,969"
375,"$80,479 ","91030 / 25,914",91030,"25,914"
74,"$120,893 ","95032 / 25,898",95032,"25,898"
754,"$60,118 ","91010 / 25,797",91010,"25,797"
302,"$86,573 ","90064 / 25,788",90064,"25,788"
467,"$74,530 ","95829 / 25,786",95829,"25,786"
630,"$65,425 ","95409 / 25,784",95409,"25,784"
1564,"$29,721 ","95815 / 25,772",95815,"25,772"
370,"$81,250 ","91741 / 25,678",91741,"25,678"
204,"$95,984 ","92614 / 25,657",92614,"25,657"
184,"$98,655 ","91307 / 25,597",91307,"25,597"
524,"$71,296 ","91504 / 25,544",91504,"25,544"
72,"$121,200 ","94123 / 25,528",94123,"25,528"
19,"$156,250 ","90274 / 25,482",90274,"25,482"
451,"$75,420 ","91724 / 25,405",91724,"25,405"
326,"$84,620 ","91775 / 25,395",91775,"25,395"
390,"$79,895 ","92120 / 25,365",92120,"25,365"
783,"$58,853 ","92832 / 25,247",92832,"25,247"
759,"$59,965 ","95212 / 25,244",95212,"25,244"
1234,"$42,778 ","95945 / 25,223",95945,"25,223"
1471,"$34,565 ","93212 / 25,204",93212,"25,204"
68,"$121,715 ","91302 / 25,165",91302,"25,165"
495,"$72,366 ","90403 / 25,116",90403,"25,116"
1246,"$42,517 ","92284 / 25,045",92284,"25,045"
369,"$81,308 ","93105 / 24,967",93105,"24,967"
1073,"$48,681 ","95503 / 24,900",95503,"24,900"
502,"$72,192 ","91106 / 24,861",91106,"24,861"
1478,"$34,192 ","94607 / 24,830",94607,"24,830"
185,"$98,407 ","91737 / 24,759",91737,"24,759"
171,"$100,204 ","94547 / 24,622",94547,"24,622"
36,"$137,122 ","92694 / 24,568",92694,"24,568"
818,"$57,557 ","92211 / 24,564",92211,"24,564"
337,"$83,902 ","95003 / 24,383",95003,"24,383"
1434,"$36,254 ","95354 / 24,356",95354,"24,356"
454,"$75,334 ","91403 / 24,353",91403,"24,353"
1082,"$48,345 ","92844 / 24,314",92844,"24,314"
92,"$115,807 ","94402 / 24,306",94402,"24,306"
291,"$87,598 ","94530 / 24,301",94530,"24,301"
922,"$53,677 ","90740 / 24,288",90740,"24,288"
1291,"$41,136 ","95531 / 24,202",95531,"24,202"
1349,"$39,051 ","93610 / 24,151",93610,"24,151"
401,"$78,676 ","94619 / 24,146",94619,"24,146"
1200,"$43,758 ","91411 / 24,146",91411,"24,146"
1401,"$37,316 ","92277 / 24,112",92277,"24,112"
1277,"$41,612 ","94103 / 24,108",94103,"24,108"
777,"$59,056 ","95367 / 24,045",95367,"24,045"
959,"$52,371 ","93041 / 23,998",93041,"23,998"
846,"$56,651 ","95834 / 23,986",95834,"23,986"
237,"$92,489 ","94085 / 23,964",94085,"23,964"
545,"$70,261 ","92119 / 23,926",92119,"23,926"
90,"$116,855 ","95054 / 23,914",95054,"23,914"
157,"$102,030 ","92011 / 23,883",92011,"23,883"
1382,"$38,175 ","95501 / 23,769",95501,"23,769"
1306,"$40,753 ","95215 / 23,764",95215,"23,764"
1655,"$21,009 ","90017 / 23,719",90017,"23,719"
85,"$118,919 ","95746 / 23,715",95746,"23,715"
183,"$98,697 ","92651 / 23,668",92651,"23,668"
137,"$104,149 ","92602 / 23,529",92602,"23,529"
1206,"$43,638 ","92225 / 23,509",92225,"23,509"
17,"$157,938 ","90272 / 23,497",90272,"23,497"
240,"$92,397 ","92835 / 23,378",92835,"23,378"
200,"$96,446 ","93314 / 23,264",93314,"23,264"
681,"$63,111 ","91202 / 23,007",91202,"23,007"
1023,"$50,526 ","91201 / 22,985",91201,"22,985"
1353,"$38,907 ","96007 / 22,942",96007,"22,942"
560,"$69,583 ","95677 / 22,808",95677,"22,808"
301,"$86,967 ","92663 / 22,772",92663,"22,772"
341,"$83,467 ","95864 / 22,698",95864,"22,698"
918,"$53,955 ","93933 / 22,696",93933,"22,696"
254,"$90,876 ","92118 / 22,664",92118,"22,664"
148,"$102,755 ","92782 / 22,583",92782,"22,583"
10,"$167,546 ","94024 / 22,573",94024,"22,573"
484,"$72,913 ","90048 / 22,409",90048,"22,409"
435,"$76,526 ","92251 / 22,348",92251,"22,348"
207,"$95,631 ","90720 / 22,325",90720,"22,325"
260,"$90,228 ","92606 / 22,294",92606,"22,294"
1075,"$48,610 ","92501 / 22,216",92501,"22,216"
244,"$92,006 ","94030 / 22,203",94030,"22,203"
855,"$56,378 ","94609 / 22,059",94609,"22,059"
478,"$73,373 ","90068 / 21,943",90068,"21,943"
907,"$54,527 ","96130 / 21,920",96130,"21,920"
7,"$176,241 ","94506 / 21,896",94506,"21,896"
449,"$75,481 ","94579 / 21,842",94579,"21,842"
666,"$63,750 ","95776 / 21,827",95776,"21,827"
580,"$68,078 ","93907 / 21,812",93907,"21,812"
1449,"$35,429 ","93203 / 21,784",93203,"21,784"
637,"$65,035 ","90404 / 21,641",90404,"21,641"
860,"$56,245 ","90717 / 21,612",90717,"21,612"
663,"$63,871 ","92354 / 21,555",92354,"21,555"
505,"$72,156 ","95405 / 21,516",95405,"21,516"
143,"$103,319 ","90292 / 21,507",90292,"21,507"
33,"$138,750 ","90210 / 21,478",90210,"21,478"
787,"$58,613 ","94703 / 21,421",94703,"21,421"
563,"$69,171 ","92344 / 21,392",92344,"21,392"
50,"$128,654 ","95135 / 21,349",95135,"21,349"
194,"$97,470 ","92618 / 21,345",92618,"21,345"
1033,"$50,290 ","93210 / 21,303",93210,"21,303"
295,"$87,361 ","92532 / 21,260",92532,"21,260"
793,"$58,365 ","91101 / 21,098",91101,"21,098"
616,"$66,291 ","95620 / 21,005",95620,"21,005"
398,"$78,856 ","94596 / 20,778",94596,"20,778"
1508,"$32,711 ","95521 / 20,769",95521,"20,769"
23,"$152,210 ","91011 / 20,671",91011,"20,671"
286,"$88,012 ","94597 / 20,645",94597,"20,645"
641,"$64,843 ","93023 / 20,603",93023,"20,603"
1452,"$35,220 ","95965 / 20,599",95965,"20,599"
279,"$88,797 ","94089 / 20,476",94089,"20,476"
296,"$87,251 ","90603 / 20,475",90603,"20,475"
404,"$78,607 ","90069 / 20,426",90069,"20,426"
96,"$114,608 ","91381 / 20,296",91381,"20,296"
1022,"$50,528 ","95827 / 20,294",95827,"20,294"
647,"$64,701 ","90715 / 20,283",90715,"20,283"
590,"$67,383 ","93103 / 20,271",93103,"20,271"
145,"$103,306 ","91361 / 20,266",91361,"20,266"
361,"$81,746 ","94706 / 20,206",94706,"20,206"
1301,"$40,833 ","93263 / 20,204",93263,"20,204"
76,"$120,686 ","92603 / 20,173",92603,"20,173"
677,"$63,413 ","92585 / 20,148",92585,"20,148"
107,"$110,964 ","92808 / 20,137",92808,"20,137"
798,"$58,272 ","95818 / 20,135",95818,"20,135"
356,"$81,918 ","94503 / 20,116",94503,"20,116"
53,"$126,984 ","92887 / 20,071",92887,"20,071"
535,"$70,830 ","91040 / 20,017",91040,"20,017"
744,"$60,532 ","91723 / 20,010",91723,"20,010"
588,"$67,607 ","94519 / 19,927",94519,"19,927"
693,"$62,500 ","91501 / 19,829",91501,"19,829"
395,"$79,348 ","92082 / 19,825",92082,"19,825"
328,"$84,537 ","90732 / 19,810",90732,"19,810"
1204,"$43,703 ","92264 / 19,754",92264,"19,754"
388,"$80,130 ","92377 / 19,750",92377,"19,750"
5,"$182,750 ","94022 / 19,737",94022,"19,737"
133,"$105,029 ","90254 / 19,725",90254,"19,725"
316,"$85,251 ","92865 / 19,715",92865,"19,715"
131,"$105,659 ","91390 / 19,691",91390,"19,691"
747,"$60,459 ","95949 / 19,640",95949,"19,640"
716,"$61,379 ","93444 / 19,578",93444,"19,578"
355,"$81,973 ","92106 / 19,539",92106,"19,539"
579,"$68,108 ","92029 / 19,528",92029,"19,528"
277,"$88,926 ","91902 / 19,504",91902,"19,504"
1431,"$36,394 ","92586 / 19,384",92586,"19,384"
1375,"$38,464 ","95841 / 19,361",95841,"19,361"
47,"$131,108 ","94127 / 19,356",94127,"19,356"
632,"$65,297 ","92108 / 19,245",92108,"19,245"
571,"$68,693 ","95110 / 19,239",95110,"19,239"
837,"$56,875 ","93560 / 19,189",93560,"19,189"
29,"$145,505 ","95138 / 19,136",95138,"19,136"
1256,"$42,303 ","93630 / 18,990",93630,"18,990"
1595,"$27,890 ","92274 / 18,937",92274,"18,937"
1473,"$34,505 ","93247 / 18,932",93247,"18,932"
890,"$55,111 ","90814 / 18,789",90814,"18,789"
469,"$74,283 ","94564 / 18,704",94564,"18,704"
671,"$63,721 ","95602 / 18,498",95602,"18,498"
1035,"$50,051 ","95519 / 18,496",95519,"18,496"
460,"$75,172 ","96161 / 18,475",96161,"18,475"
1533,"$31,886 ","93241 / 18,474",93241,"18,474"
543,"$70,408 ","91506 / 18,428",91506,"18,428"
141,"$103,378 ","94019 / 18,382",94019,"18,382"
297,"$87,156 ","95819 / 18,374",95819,"18,374"
674,"$63,544 ","91602 / 18,315",91602,"18,315"
13,"$166,147 ","94563 / 18,284",94563,"18,284"
1580,"$28,953 ","90015 / 18,226",90015,"18,226"
751,"$60,148 ","91345 / 18,196",91345,"18,196"
366,"$81,379 ","91901 / 18,184",91901,"18,184"
339,"$83,638 ","94945 / 17,973",94945,"17,973"
402,"$78,640 ","95304 / 17,971",95304,"17,971"
678,"$63,248 ","95330 / 17,702",95330,"17,702"
967,"$52,233 ","93927 / 17,697",93927,"17,697"
60,"$124,814 ","90265 / 17,660",90265,"17,660"
515,"$71,688 ","92270 / 17,634",92270,"17,634"
212,"$94,933 ","93111 / 17,554",93111,"17,554"
970,"$52,154 ","96022 / 17,488",96022,"17,488"
851,"$56,567 ","93015 / 17,423",93015,"17,423"
441,"$75,915 ","93110 / 17,321",93110,"17,321"
272,"$89,026 ","92845 / 17,202",92845,"17,202"
691,"$62,533 ","90502 / 17,135",90502,"17,135"
705,"$62,076 ","95448 / 17,078",95448,"17,078"
780,"$58,913 ","95959 / 17,013",95959,"17,013"
63,"$123,575 ","94618 / 17,007",94618,"17,007"
39,"$134,907 ","94301 / 16,927",94301,"16,927"
108,"$110,343 ","91914 / 16,926",91914,"16,926"
1118,"$46,615 ","93268 / 16,890",93268,"16,890"
767,"$59,628 ","94702 / 16,868",94702,"16,868"
944,"$53,002 ","95816 / 16,845",95816,"16,845"
792,"$58,381 ","93631 / 16,844",93631,"16,844"
1250,"$42,454 ","93930 / 16,843",93930,"16,843"
335,"$84,004 ","90245 / 16,839",90245,"16,839"
785,"$58,659 ","94595 / 16,837",94595,"16,837"
95,"$114,757 ","95134 / 16,811",95134,"16,811"
575,"$68,620 ","92587 / 16,787",92587,"16,787"
457,"$75,300 ","95366 / 16,734",95366,"16,734"
742,"$60,544 ","90701 / 16,698",90701,"16,698"
275,"$88,955 ","91208 / 16,548",91208,"16,548"
470,"$74,009 ","94949 / 16,386",94949,"16,386"
1017,"$50,740 ","95334 / 16,330",95334,"16,330"
1329,"$39,753 ","91204 / 16,292",91204,"16,292"
1422,"$36,737 ","92637 / 16,284",92637,"16,284"
799,"$58,262 ","92582 / 16,200",92582,"16,200"
1328,"$39,756 ","96021 / 16,121",96021,"16,121"
1522,"$32,175 ","93648 / 16,102",93648,"16,102"
117,"$108,295 ","94960 / 15,999",94960,"15,999"
15,"$163,219 ","94507 / 15,973",94507,"15,973"
567,"$68,884 ","93013 / 15,944",93013,"15,944"
1281,"$41,536 ","92617 / 15,805",92617,"15,805"
338,"$83,767 ","90623 / 15,767",90623,"15,767"
1404,"$37,264 ","95203 / 15,711",95203,"15,711"
979,"$51,935 ","90670 / 15,594",90670,"15,594"
41,"$133,088 ","94556 / 15,505",94556,"15,505"
690,"$62,558 ","90305 / 15,501",90305,"15,501"
689,"$62,589 ","92866 / 15,473",92866,"15,473"
1622,"$25,934 ","95422 / 15,453",95422,"15,453"
1079,"$48,470 ","93221 / 15,391",93221,"15,391"
546,"$70,230 ","93950 / 15,365",93950,"15,365"
521,"$71,316 ","90232 / 15,353",90232,"15,353"
1485,"$33,750 ","92408 / 15,318",92408,"15,318"
206,"$95,806 ","92010 / 15,283",92010,"15,283"
42,"$132,826 ","94552 / 15,209",94552,"15,209"
114,"$108,919 ","95066 / 15,095",95066,"15,095"
1336,"$39,485 ","95963 / 15,018",95963,"15,018"
825,"$57,241 ","93402 / 14,880",93402,"14,880"
1013,"$50,854 ","95673 / 14,773",95673,"14,773"
1016,"$50,744 ","92371 / 14,729",92371,"14,729"
1510,"$32,658 ","93728 / 14,711",93728,"14,711"
51,"$128,060 ","91436 / 14,563",91436,"14,563"
180,"$98,990 ","95130 / 14,559",95130,"14,559"
1572,"$29,302 ","93204 / 14,553",93204,"14,553"
89,"$117,326 ","91377 / 14,512",91377,"14,512"
1551,"$30,879 ","94612 / 14,500",94612,"14,500"
483,"$72,939 ","95368 / 14,474",95368,"14,474"
1001,"$51,250 ","93514 / 14,472",93514,"14,472"
1459,"$34,845 ","95817 / 14,472",95817,"14,472"
1239,"$42,677 ","95388 / 14,410",95388,"14,410"
1348,"$39,055 ","90716 / 14,358",90716,"14,358"
104,"$111,833 ","94505 / 14,353",94505,"14,353"
1378,"$38,276 ","95437 / 14,351",95437,"14,351"
618,"$66,079 ","94805 / 14,329",94805,"14,329"
1380,"$38,255 ","95605 / 14,326",95605,"14,326"
696,"$62,384 ","95252 / 14,143",95252,"14,143"
1416,"$36,875 ","94108 / 13,930",94108,"13,930"
1454,"$34,961 ","93250 / 13,925",93250,"13,925"
1171,"$44,724 ","91203 / 13,740",91203,"13,740"
81,"$120,152 ","91108 / 13,613",91108,"13,613"
817,"$57,588 ","93543 / 13,578",93543,"13,578"
278,"$88,810 ","94041 / 13,551",94041,"13,551"
977,"$51,976 ","94305 / 13,538",94305,"13,538"
94,"$114,777 ","92014 / 13,525",92014,"13,525"
20,"$154,107 ","95030 / 13,429",95030,"13,429"
1055,"$49,418 ","93433 / 13,337",93433,"13,337"
808,"$57,731 ","93505 / 13,232",93505,"13,232"
132,"$105,480 ","94502 / 13,192",94502,"13,192"
1240,"$42,655 ","95540 / 13,012",95540,"13,012"
190,"$98,219 ","93923 / 12,954",93923,"12,954"
1390,"$37,692 ","95490 / 12,905",95490,"12,905"
1177,"$44,531 ","90040 / 12,830",90040,"12,830"
199,"$96,537 ","94705 / 12,790",94705,"12,790"
69,"$121,367 ","94517 / 12,781",94517,"12,781"
880,"$55,599 ","95320 / 12,739",95320,"12,739"
1086,"$48,147 ","92055 / 12,725",92055,"12,725"
1317,"$40,208 ","91502 / 12,605",91502,"12,605"
43,"$132,486 ","94920 / 12,583",94920,"12,583"
56,"$125,735 ","92625 / 12,572",92625,"12,572"
1310,"$40,545 ","95954 / 12,535",95954,"12,535"
378,"$80,327 ","94542 / 12,498",94542,"12,498"
255,"$90,833 ","92075 / 12,437",92075,"12,437"
329,"$84,516 ","90212 / 12,415",90212,"12,415"
37,"$136,331 ","94707 / 12,402",94707,"12,402"
1170,"$44,771 ","95315 / 12,381",95315,"12,381"
124,"$107,095 ","95391 / 12,359",95391,"12,359"
99,"$113,826 ","93908 / 12,350",93908,"12,350"
1613,"$26,491 ","92254 / 12,300",92254,"12,300"
153,"$102,237 ","94904 / 12,271",94904,"12,271"
332,"$84,133 ","95650 / 12,255",95650,"12,255"
657,"$64,140 ","92313 / 12,252",92313,"12,252"
1623,"$25,741 ","93640 / 12,140",93640,"12,140"
59,"$125,272 ","93108 / 12,119",93108,"12,119"
1156,"$45,392 ","95451 / 12,035",95451,"12,035"
773,"$59,150 ","94709 / 12,030",94709,"12,030"
327,"$84,588 ","90293 / 11,997",90293,"11,997"
1501,"$32,898 ","93647 / 11,926",93647,"11,926"
462,"$75,160 ","93636 / 11,919",93636,"11,919"
1262,"$42,228 ","95832 / 11,908",95832,"11,908"
73,"$120,984 ","92610 / 11,799",92610,"11,799"
221,"$93,889 ","92007 / 11,782",92007,"11,782"
1264,"$42,213 ","95360 / 11,756",95360,"11,756"
1550,"$30,963 ","93301 / 11,685",93301,"11,685"
44,"$132,462 ","94065 / 11,585",94065,"11,585"
45,"$131,607 ","90402 / 11,503",90402,"11,503"
583,"$67,878 ","90755 / 11,400",90755,"11,400"
115,"$108,882 ","91105 / 11,373",91105,"11,373"
936,"$53,235 ","95357 / 11,353",95357,"11,353"
28,"$145,610 ","94708 / 11,143",94708,"11,143"
263,"$89,715 ","94965 / 11,114",94965,"11,114"
1094,"$47,692 ","95338 / 11,075",95338,"11,075"
256,"$90,780 ","91024 / 11,060",91024,"11,060"
175,"$99,638 ","93109 / 11,031",93109,"11,031"
950,"$52,579 ","93442 / 10,998",93442,"10,998"
1012,"$50,858 ","93614 / 10,865",93614,"10,865"
386,"$80,133 ","95073 / 10,849",95073,"10,849"
